symbol,yfinance_symbol,name,sector,exchange
CNDT,CNDT,CONDUENT INC,Industrials,NASDAQ
PRTH,PRTH,PRIORITY TECHNOLOGY HOLDINGS INC,Financials,NASDAQ
OPFI,OPFI,OPPFI INC CLASS A,Financials,NYSE
FNKO,FNKO,FUNKO INC CLASS A,Consumer Discretionary,NASDAQ
REAX,REAX,REAL BROKERAGE INC,Real Estate,NASDAQ
MG,MG,MISTRAS GROUP INC,Industrials,NYSE
WOOF,WOOF,PETCO HEALTH AND WELLNESS COMPANY,Consumer Discretionary,NASDAQ
NATH,NATH,NATHANS FAMOUS INC,Consumer Discretionary,NASDAQ
ISBA,ISBA,ISABELLA BANK CORP,Financials,NASDAQ
MBI,MBI,MBIA INC,Financials,NYSE
IPSC,IPSC,CENTURY THERAPEUTICS INC,Health Care,NASDAQ
FUBO,FUBO,FUBOTV INC CLASS A,Communication,NYSE
LRMR,LRMR,LARIMAR THERAPEUTICS INC,Health Care,NASDAQ
OVLY,OVLY,OAK VALLEY BANCORP,Financials,NASDAQ
GRNT,GRNT,GRANITE RIDGE RESOURCES INC,Energy,NYSE
FRPH,FRPH,FRP HOLDINGS INC,Real Estate,NASDAQ
TSSI,TSSI,TSS INC,Information Technology,NASDAQ
PACK,PACK,RANPAK HOLDINGS CORP CLASS A,Materials,NYSE
JAKK,JAKK,JAKKS PACIFIC INC,Consumer Discretionary,NASDAQ
AVXL,AVXL,ANAVEX LIFE SCIENCES CORP,Health Care,NASDAQ
EGHT,EGHT,8X8 INC,Information Technology,NASDAQ
TLS,TLS,TELOS CORPORATION CORP,Information Technology,NASDAQ
ISSC,ISSC,INNOVATIVE SOLUTIONS AND SUPPORT I,Industrials,NASDAQ
FOSL,FOSL,FOSSIL GROUP INC,Consumer Discretionary,NASDAQ
CRDA,CRD-A,CRAWFORD CLASS A,Financials,NYSE
ACH,ACH,ACCENDRA HEALTH INC,Health Care,NYSE
SPCE,SPCE,VIRGIN GALACTIC HOLDINGS INC SHS C,Industrials,NYSE
SMC,SMC,SUMMIT MIDSTREAM CORP,Energy,NYSE
USNA,USNA,USANA HEALTH SCIENCES INC,Consumer Staples,NYSE
CFFI,CFFI,C AND F FINANCIAL CORP,Financials,NASDAQ
FWDI,FWDI,FORWARD INDUSTRIES INC,Information Technology,NASDAQ
ASMB,ASMB,ASSEMBLY BIOSCIENCES INC,Health Care,NASDAQ
GCBC,GCBC,GREENE COUNTY BANCORP INC,Financials,NASDAQ
HCKT,HCKT,HACKETT GROUP INC,Information Technology,NASDAQ
VGZ,VGZ,VISTA GOLD CORP,Materials,NYSE American
OPRT,OPRT,OPORTUN FINANCIAL CORP,Financials,NASDAQ
PSFE,PSFE,PAYSAFE LTD,Financials,NYSE
BNTC,BNTC,BENITEC BIOPHARMA INC,Health Care,NASDAQ
PSIX,PSIX,POWER SOLUTIONS INTERNATIONAL INC,Industrials,NASDAQ
BSVN,BSVN,BANK7 CORP,Financials,NASDAQ
AVNW,AVNW,AVIAT NETWORKS INC,Information Technology,NASDAQ
FBLA,FBLA,FB BANCORP INC,Financials,NASDAQ
RXST,RXST,RXSIGHT INC,Health Care,NASDAQ
TWIN,TWIN,TWIN DISC INC,Industrials,NASDAQ
CTEV,CTEV,CLARITEV CORP CLASS A,Health Care,NYSE
BKTI,BKTI,BK TECHNOLOGIES CORP,Information Technology,NYSE American
BKKT,BKKT,BAKKT INC CLASS A,Financials,NYSE
MRBK,MRBK,MERIDIAN CORP,Financials,NASDAQ
SI,SI,SHOULDER INNOVATIONS INC,Health Care,NYSE
CIA,CIA,CITIZENS INC CLASS A,Financials,NYSE
ZSQR,ZSQR,Z SQUARED INC,Health Care,NASDAQ
ZNTL,ZNTL,ZENTALIS PHARMACEUTICALS INC,Health Care,NASDAQ
COSO,COSO,COASTALSOUTH BANCSHARES INC,Financials,NYSE
DMAC,DMAC,DIAMEDICA THERAPEUTICS INC,Health Care,NASDAQ
HLLY,HLLY,HOLLEY INC,Consumer Discretionary,NYSE
CMRC,CMRC,BIGCOMMERCE HOLDINGS INC SERIES,Information Technology,NASDAQ
PLTK,PLTK,PLAYTIKA HOLDING CORP,Communication,NASDAQ
BPRN,BPRN,PRINCETON BANCORP INC,Financials,NASDAQ
UPB,UPB,UPSTREAM BIO INC,Health Care,NASDAQ
SITC,SITC,SITE CENTERS CORP,Real Estate,NYSE
OSG,OSG,OCTAVE SPECIALTY GROUP INC,Financials,NYSE
BRBS,BRBS,BLUE RIDGE BANKSHARES INC,Financials,NYSE American
EMBC,EMBC,EMBECTA CORP,Health Care,NASDAQ
ATNI,ATNI,ATN INTERNATIONAL INC,Communication,NASDAQ
XPOF,XPOF,XPONENTIAL FITNESS INC CLASS A,Consumer Discretionary,NYSE
ACRE,ACRE,ARES COMMERCIAL REAL ESTATE REIT C,Financials,NYSE
SEVN,SEVN,SEVEN HILLS REALTY TRUST,Financials,NASDAQ
MGNX,MGNX,MACROGENICS INC,Health Care,NASDAQ
EVEX,EVEX,EVE HOLDING INC,Industrials,NYSE
ASIC,ASIC,ATEGRITY SPECIALTY INSURANCE COMPA,Financials,NYSE
EVGO,EVGO,EVGO INC CLASS A,Consumer Discretionary,NASDAQ
CAPR,CAPR,CAPRICOR THERAPEUTICS INC,Health Care,NASDAQ
CZWI,CZWI,CITIZENS COMMUNITY BANCORP INC,Financials,NASDAQ
FRD,FRD,FRIEDMAN INDUSTRIES INC,Materials,NASDAQ
SGP,SGP,SPYGLASS PHARMA INC SHS,Health Care,NASDAQ
LOVE,LOVE,LOVESAC COMPANY,Consumer Discretionary,NASDAQ
NRC,NRC,NRC HEALTH,Health Care,NASDAQ
MASS,MASS,908 DEVICES INC,Information Technology,NASDAQ
REI,REI,RING ENERGY INC,Energy,NYSE American
POWW,POWW,OUTDOOR HOLDING,Consumer Discretionary,NASDAQ
IMMR,IMMR,IMMERSION CORP,Information Technology,NASDAQ
IMRX,IMRX,IMMUNEERING CORP CLASS A,Health Care,NASDAQ
FULC,FULC,FULCRUM THERAPEUTICS INC,Health Care,NASDAQ
DBI,DBI,DESIGNER BRANDS INC CLASS A,Consumer Discretionary,NYSE
WNEB,WNEB,WESTERN NEW ENGLAND BANCORP INC,Financials,NASDAQ
VABK,VABK,VIRGINIA NATIONAL BANKSHARES CORP,Financials,NASDAQ
DUOT,DUOT,DUOS TECHNOLOGIES GROUP INC,Information Technology,NASDAQ
ASLE,ASLE,AERSALE CORP,Industrials,NASDAQ
RELL,RELL,RICHARDSON ELECTRONICS LTD,Information Technology,NASDAQ
WEYS,WEYS,WEYCO GROUP INC,Consumer Discretionary,NASDAQ
CV,CV,CAPSOVISION INC,Health Care,NASDAQ
SHAZ,SHAZ,SHARONAI HOLDINGS INC CLASS A,Information Technology,NASDAQ
VEL,VEL,VELOCITY FINANCIAL INC,Financials,NYSE
ANIK,ANIK,ANIKA THERAPEUTICS INC,Health Care,NASDAQ
EU,EU,ENCORE ENERGY CORP,Energy,NASDAQ
SKYH,SKYH,SKY HARBOUR GROUP CORP CLASS A,Industrials,NYSE
HDSN,HDSN,HUDSON TECHNOLOGIES INC,Industrials,NASDAQ
PEBK,PEBK,PEOPLES BANCORP OF NORTH CAROLINA,Financials,NASDAQ
APC,APC,ARKO PETROLEUM CORP CLASS A,Consumer Discretionary,NASDAQ
OABI,OABI,OMNIAB INC,Health Care,NASDAQ
TBI,TBI,TRUEBLUE INC,Industrials,NYSE
UIS,UIS,UNISYS CORP,Information Technology,NYSE
HTZ,HTZ,HERTZ GLOBAL HLDGS INC,Industrials,NASDAQ
QUIK,QUIK,QUICKLOGIC CORP,Information Technology,NASDAQ
TARA,TARA,PROTARA THERAPEUTICS INC,Health Care,NASDAQ
CFBK,CFBK,CF BANKSHARES INC,Financials,NASDAQ
RC,RC,READY CAPITAL CORP,Financials,NYSE
BBCP,BBCP,CONCRETE PUMPING HOLDINGS INC,Industrials,NASDAQ
SPOK,SPOK,SPOK HOLDINGS INC,Communication,NASDAQ
OPBK,OPBK,OP BANCORP,Financials,NASDAQ
SGHT,SGHT,SIGHT SCIENCES INC,Health Care,NASDAQ
MITT,MITT,TPG MORTGAGE INVESTMENT TRUST INC,Financials,NYSE
ALCO,ALCO,ALICO INC,Consumer Staples,NASDAQ
BNED,BNED,BARNES AND NOBLE EDUCATION INC,Consumer Discretionary,NYSE
REFI,REFI,CHICAGO ATLANTIC REAL ESTATE FINAN,Financials,NASDAQ
HMH,HMH,HMH HOLDING INC CLASS A,Energy,NASDAQ
CABO,CABO,CABLE ONE INC,Communication,NYSE
EFSI,EFSI,EAGLE FINANCIAL SERVICES INC,Financials,NASDAQ
FC,FC,FRANKLIN COVEY,Industrials,NYSE
FCAP,FCAP,FIRST CAPITAL INC,Financials,NASDAQ
LMRI,LMRI,LUMEXA IMAGING HOLDINGS INC,Health Care,NASDAQ
INBK,INBK,FIRST INTERNET BANCORP,Financials,NASDAQ
RSVR,RSVR,RESERVOIR MEDIA INC,Communication,NASDAQ
LMNR,LMNR,LIMONEIRA,Consumer Staples,NASDAQ
ALMU,ALMU,AELUMA INC,Information Technology,NASDAQ
TG,TG,TREDEGAR CORP,Materials,NYSE
GSIT,GSIT,GSI TECHNOLOGY INC,Information Technology,NASDAQ
SMHI,SMHI,SEACOR MARINE HOLDINGS INC,Energy,NYSE
TRDA,TRDA,ENTRADA THERAPEUTICS INC,Health Care,NASDAQ
LEGH,LEGH,LEGACY HOUSING CORP,Consumer Discretionary,NASDAQ
IRD,IRD,OPUS GENETICS INC,Health Care,NASDAQ
PCYO,PCYO,PURE CYCLE CORP,Utilities,NASDAQ
DSP,DSP,VIANT TECHNOLOGY INC CLASS A,Information Technology,NASDAQ
ASUR,ASUR,ASURE SOFTWARE INC,Industrials,NASDAQ
RBBN,RBBN,RIBBON COMMUNICATIONS INC,Information Technology,NASDAQ
JRVR,JRVR,JAMES RIVER GROUP HOLDINGS INC,Financials,NASDAQ
EIKN,EIKN,EIKON THERAPEUTICS INC,Health Care,NASDAQ
INR,INR,INFINITY NATURAL RESOURCES INC CLA,Energy,NYSE
ATOM,ATOM,ATOMERA INC,Information Technology,NASDAQ
SEG,SEG,SEAPORT ENTERTAINMENT GROUP INC,Real Estate,NYSE
MPAA,MPAA,MOTORCAR PARTS OF AMERICA INC,Consumer Discretionary,NASDAQ
EBMT,EBMT,EAGLE BANCORP MONTANA INC,Financials,NASDAQ
WBTN,WBTN,WEBTOON ENTERTAINMENT INC,Communication,NASDAQ
TLSI,TLSI,TRISALUS LF SC CM A,Health Care,NASDAQ
ESOA,ESOA,ENERGY SERVICES OF AMERICA CORP,Energy,NASDAQ
MFIN,MFIN,MEDALLION FINANCIAL CORP,Financials,NASDAQ
LODE,LODE,COMSTOCK INC,Energy,NYSE American
SRI,SRI,STONERIDGE INC,Consumer Discretionary,NYSE
ALXO,ALXO,ALX ONCOLOGY HOLDINGS INC,Health Care,NASDAQ
GBFH,GBFH,GBANK FINL HLDGS INC,Financials,NASDAQ
TBCH,TBCH,TURTLE BEACH CORP,Information Technology,NASDAQ
USAU,USAU,US GOLD CORP,Materials,NASDAQ
PDYN,PDYN,PALLADYNE AI CORP,Industrials,NASDAQ
PBFS,PBFS,PIONEER BANCORP INC,Financials,NASDAQ
NAGE,NAGE,NIAGEN BIOSCIENCE INC,Consumer Staples,NASDAQ
SENS,SENS,SENSEONICS HOLDINGS INC,Health Care,NASDAQ
LTRX,LTRX,LANTRONIX INC,Information Technology,NASDAQ
INV,INV,INNVENTURE INC,Financials,NASDAQ
OFRM,OFRM,ONCE UPON A FARM PBC,Consumer Staples,NYSE
III,III,INFORMATION SERVICES GROUP INC,Information Technology,NASDAQ
KROS,KROS,KEROS THERAPEUTICS INC,Health Care,NASDAQ
KWY,KWY,KINGSWAY CORP,Financials,NYSE
RICK,RICK,RCI HOSPITALITY HOLDINGS INC,Consumer Discretionary,NASDAQ
CMT,CMT,CORE MOLDING TECHNOLOGIES INC,Materials,NYSE American
RILY,RILY,BRC GROUP HOLDINGS INC,Financials,NASDAQ
ESCA,ESCA,ESCALADE INC,Consumer Discretionary,NASDAQ
CHRS,CHRS,COHERUS ONCOLOGY INC,Health Care,NASDAQ
KRMD,KRMD,KORU MEDICAL SYSTEMS INC,Health Care,NASDAQ
ASYS,ASYS,AMTECH SYSTEMS INC,Information Technology,NASDAQ
UTMD,UTMD,UTAH MEDICAL PRODUCTS INC,Health Care,NASDAQ
HWBK,HWBK,HAWTHORN BANCSHARES INC,Financials,NASDAQ
PPIH,PPIH,PERMA PIPE INTERNATIONAL HOLDINGS,Industrials,NASDAQ
SMRT,SMRT,SMARTRENT INC CLASS A,Information Technology,NYSE
INSE,INSE,INSPIRED ENTERTAINMENT INC,Consumer Discretionary,NASDAQ
CD,CD,CHAINCE DIGITAL HOLDINGS INC,Financials,NASDAQ
LCTX,LCTX,LINEAGE CELL THERAPEUTICS INC,Health Care,NYSE American
ADV,ADV,ADVANTAGE SOLUTIONS INC CLASS A,Communication,NASDAQ
CDZI,CDZI,CADIZ INC,Utilities,NASDAQ
NC,NC,NACCO INDUSTRIES INC CLASS A,Energy,NYSE
BETR,BETR,BETTER HOME FINANCE HOLDING CLASS,Financials,NASDAQ
GEMI,GEMI,GEMINI SPACE STATION INC CLASS A,Financials,NASDAQ
KLC,KLC,KINDERCARE LEARNING COMPANIES INC,Consumer Discretionary,NYSE
EVCM,EVCM,EVERCOMMERCE INC,Information Technology,NASDAQ
BCBP,BCBP,BCB BANCORP INC,Financials,NASDAQ
OPTU,OPTU,OPTIMUM COMMUNICATIONS INC CLASS A,Communication,NYSE
MDV,MDV,MODIV INDUSTRIAL INC CLASS C,Real Estate,NYSE
RMAX,RMAX,RE MAX HOLDINGS INC CLASS A,Real Estate,NYSE
NLOP,NLOP,NET LEASE OFFICE PROPERTIES,Real Estate,NYSE
ACU,ACU,ACME UNITED CORP,Health Care,NYSE American
SSP,SSP,EW SCRIPPS CLASS A,Communication,NASDAQ
LWAY,LWAY,LIFEWAY FOODS INC,Consumer Staples,NASDAQ
ORGO,ORGO,ORGANOGENESIS HOLDINGS INC CLASS A,Health Care,NASDAQ
CMTG,CMTG,CLAROS MORTGAGE TRUST INC,Financials,NYSE
NXDT,NXDT,NEXPOINT DIVERSIFIED REAL ESTATE T,Real Estate,NYSE
PLX,PLX,PROTALIX BIOTHERAPEUTICS INC,Health Care,NYSE American
ALTI,ALTI,ALTI GLOBAL INC CLASS A,Financials,NASDAQ
MVST,MVST,MICROVAST HOLDINGS INC,Industrials,NASDAQ
HBB,HBB,HAMILTON BEACH BRANDS HOLDING COMP,Consumer Discretionary,NYSE
AOMR,AOMR,ANGEL OAK MORTGAGE REIT INC,Financials,NYSE
RNA,RNA,ATRIUM THERAPEUTICS INC,Health Care,NASDAQ
BRT,BRT,BRT APARTMENTS CORP,Real Estate,NYSE
PMTS,PMTS,CPI CARD GROUP INC,Information Technology,NASDAQ
VYGR,VYGR,VOYAGER THERAPEUTICS INC,Health Care,NASDAQ
ANGI,ANGI,ANGI INC CLASS A,Communication,NASDAQ
VUZI,VUZI,VUZIX CORP,Information Technology,NASDAQ
CMDB,CMDB,COSTAMARE BULKERS HOLDINGS LTD,Industrials,NYSE
OVBC,OVBC,OHIO VALLEY BANC CORP,Financials,NASDAQ
FHTX,FHTX,FOGHORN THERAPEUTICS INC,Health Care,NASDAQ
VELO,VELO,VELO3D INC,Industrials,NASDAQ
PAL,PAL,PROFICIENT AUTO LOGISTICS INC,Industrials,NASDAQ
ARCT,ARCT,ARCTURUS THERAPEUTICS HOLDINGS INC,Health Care,NASDAQ
PXED,PXED,PHOENIX EDUCATION PARTNERS INC,Consumer Discretionary,NYSE
AREC,AREC,AMERICAN RESOURCES CORP CLASS A,Energy,NASDAQ
ALEC,ALEC,ALECTOR INC,Health Care,NASDAQ
NMRA,NMRA,NEUMORA THERAPEUTICS INC,Health Care,NASDAQ
INGN,INGN,INOGEN INC,Health Care,NASDAQ
TAYD,TAYD,TAYLOR DEVICES INC,Industrials,NASDAQ
CMTV,CMTV,COMMUNITY BANCORP VT,Financials,NASDAQ
SIDU,SIDU,SIDUS SPACE INC CLASS A,Industrials,NASDAQ
NREF,NREF,NEXPOINT REAL ESTATE FINANCE INC,Financials,NYSE
INFU,INFU,INFUSYSTEM HOLDINGS INC,Health Care,NYSE American
HPK,HPK,HIGHPEAK ENERGY INC,Energy,NASDAQ
SLNH,SLNH,SOLUNA HOLDINGS INC,Information Technology,NASDAQ
QTRX,QTRX,QUANTERIX CORP,Health Care,NASDAQ
ACTG,ACTG,ACACIA RESEARCH CORP,Financials,NASDAQ
MNSB,MNSB,MAINSTREET BANCSHARES INC,Financials,NASDAQ
TNXP,TNXP,TONIX PHARMACEUTICALS HOLDING CORP,Health Care,NASDAQ
DTIL,DTIL,PRECISION BIOSCIENCES INC,Health Care,NASDAQ
CVGI,CVGI,COMMERCIAL VEHICLE GROUP INC,Industrials,NASDAQ
SNFCA,SNFCA,SECURITY NATIONAL FINANCIAL CORP C,Financials,NASDAQ
ELA,ELA,ENVELA CORP,Consumer Discretionary,NYSE American
BALY,BALY,BALLY S CORP,Consumer Discretionary,NYSE
LARK,LARK,LANDMARK BANCORP INC,Financials,NASDAQ
LFMD,LFMD,LIFEMD INC,Health Care,NASDAQ
KGEI,KGEI,KOLIBRI GLOBAL ENERGY INC,Energy,NASDAQ
DOMO,DOMO,DOMO INC CLASS B,Information Technology,NASDAQ
EVMN,EVMN,EVOMMUNE INC,Health Care,NYSE
MPLT,MPLT,MAPLIGHT THERAPEUTICS INC,Health Care,NASDAQ
SABS,SABS,SAB BIOTHERAPEUTICS INC,Health Care,NASDAQ
SSTK,SSTK,SHUTTERSTOCK INC,Communication,NYSE
AIRJ,AIRJ,AIRJOULE TECHNOLOGIES CORP CLASS A,Industrials,NASDAQ
AIRO,AIRO,AIRO GROUP HOLDINGS INC,Industrials,NASDAQ
SRZN,SRZN,SURROZEN INC,Health Care,NASDAQ
CRBP,CRBP,CORBUS PHARMACEUTICALS HOLDINGS IN,Health Care,NASDAQ
SWMR,SWMR,SWARMER INC,Industrials,NASDAQ
BVFL,BVFL,BV FINANCIAL INC,Financials,NASDAQ
SIGA,SIGA,SIGA TECHNOLOGIES INC,Health Care,NASDAQ
CBFV,CBFV,CB FINANCIAL SERVICES INC,Financials,NASDAQ
RGCO,RGCO,RGC RESOURCES INC,Utilities,NASDAQ
THRY,THRY,THRYV HOLDINGS INC,Information Technology,NASDAQ
KRO,KRO,KRONOS WORLDWIDE INC,Materials,NYSE
AMPY,AMPY,AMPLIFY ENERGY CORP,Energy,NYSE
BHR,BHR,BRAEMAR HOTELS RESORTS INC,Real Estate,NYSE
TTGT,TTGT,TECHTARGET INC,Communication,NASDAQ
BRCB,BRCB,BLACK ROCK COFFEE BAR INC CLASS A,Consumer Discretionary,NASDAQ
ONEW,ONEW,ONEWATER MARINE CLASS A INC,Consumer Discretionary,NASDAQ
INTT,INTT,INTEST CORP,Information Technology,NYSE American
RCMT,RCMT,RCM TECHNOLOGIES INC,Industrials,NASDAQ
CRBU,CRBU,CARIBOU BIOSCIENCES INC,Health Care,NASDAQ
SES,SES,SES AI CORP CLASS A,Industrials,NYSE
SGC,SGC,SUPERIOR GROUP OF COMPANIES INC,Consumer Discretionary,NASDAQ
DOUG,DOUG,DOUGLAS ELLIMAN INC,Real Estate,NYSE
KPTI,KPTI,KARYOPHARM THERAPEUTICS INC,Health Care,NASDAQ
GALT,GALT,GALECTIN THERAPEUTICS INC,Health Care,NASDAQ
JILL,JILL,J JILL INC,Consumer Discretionary,NYSE
MDWD,MDWD,MEDIWOUND LTD,Health Care,NASDAQ
CDXS,CDXS,CODEXIS INC,Health Care,NASDAQ
XZO,XZO,EXZEO GROUP INC,Financials,NYSE
SRBK,SRBK,SR BANCORP INC,Financials,NASDAQ
FF,FF,FUTUREFUEL CORP,Energy,NYSE
PRLD,PRLD,PRELUDE THERAPEUTICS INC,Health Care,NASDAQ
OBIO,OBIO,ORCHESTRA BIOMED HOLDINGS INC,Health Care,NASDAQ
CXDO,CXDO,CREXENDO INC,Information Technology,NASDAQ
LZM,LZM,LIFEZONE METALS LTD,Materials,NYSE
MLP,MLP,MAUI LAND AND PINEAPPLE INC,Real Estate,NYSE
GENC,GENC,GENCOR INDUSTRIES INC,Industrials,NYSE American
ELMT,ELMT,ELMET GROUP,Industrials,NASDAQ
UNCY,UNCY,UNICYCIVE THERAPEUTICS INC,Health Care,NASDAQ
CHPT,CHPT,CHARGEPOINT HOLDINGS INC CLASS A,Industrials,NYSE
ANTX,ANTX,AN2 THERAPEUTICS INC,Health Care,NASDAQ
LUCD,LUCD,LUCID DIAGNOSTICS INC,Health Care,NASDAQ
AP,AP,AMPCO PITTSBURGH CORP,Materials,NYSE
WHG,WHG,WESTWOOD HOLDINGS GROUP INC,Financials,NYSE
FOA,FOA,FINANCE OF AMERICA COMPANIES INC C,Financials,NYSE
LFCR,LFCR,LIFECORE BIOMEDICAL INC,Health Care,NASDAQ
KLTR,KLTR,KALTURA INC,Information Technology,NASDAQ
ALTG,ALTG,ALTA EQUIPMENT GROUP INC CLASS A,Industrials,NYSE
IVVD,IVVD,INVIVYD INC,Health Care,NASDAQ
LYEL,LYEL,LYELL IMMUNOPHARMA INC,Health Care,NASDAQ
LENZ,LENZ,LENZ THERAPEUTICS INC,Health Care,NASDAQ
LDI,LDI,LOANDEPOT INC CLASS A,Financials,NYSE
MNTK,MNTK,MONTAUK RENEWABLES INC,Utilities,NASDAQ
RMBI,RMBI,RICHMOND MUTUAL BANCORPORATION INC,Financials,NASDAQ
LE,LE,LAND END INC,Consumer Discretionary,NASDAQ
ADCT,ADCT,ADC THERAPEUTICS SA,Health Care,NYSE
PDEX,PDEX,PRO DEX INC,Health Care,NASDAQ
FINW,FINW,FINWISE BANCORP,Financials,NASDAQ
SND,SND,SMART SAND INC,Energy,NASDAQ
ONL,ONL,ORION PROPERTIES INC,Real Estate,NYSE
KRRO,KRRO,KORRO BIO INC,Health Care,NASDAQ
PNRG,PNRG,PRIMEENERGY RESOURCES CORP,Energy,NASDAQ
SPRB,SPRB,SPRUCE BIOSCIENCES INC,Health Care,NASDAQ
LAW,LAW,CS DISCO INC,Information Technology,NYSE
ESP,ESP,ESPEY MANUFACTURING AND ELECTRONIC,Industrials,NYSE American
EGAN,EGAN,EGAIN CORP,Information Technology,NASDAQ
STRW,STRW,STRAWBERRY FIELDS REIT INC,Real Estate,NYSE American
HNVR,HNVR,HANOVER BANCORP INC,Financials,NASDAQ
KVHI,KVHI,KVH INDUSTRIES INC,Information Technology,NASDAQ
RAIL,RAIL,FREIGHTCAR AMERICA INC,Industrials,NASDAQ
CURI,CURI,CURIOSITYSTREAM INC CLASS A,Communication,NASDAQ
NODK,NODK,NI HOLDINGS INC,Financials,NASDAQ
WHWK,WHWK,WHITEHAWK THERAPEUTICS INC,Health Care,NASDAQ
ACDC,ACDC,PROFRAC HOLDING CLASS A CORP,Energy,NASDAQ
EPM,EPM,EVOLUTION PETROLEUM CORP,Energy,NYSE American
PROK,PROK,PROKIDNEY CORP CLASS A,Health Care,NASDAQ
FJET,FJET,STARFIGHTERS SPACE INC,Industrials,NYSE American
CARL,CARL,CARLSMED INC,Health Care,NASDAQ
AIRS,AIRS,AIRSCULPT TECHNOLOGIES INC,Health Care,NASDAQ
TRAK,TRAK,REPOSITRAK INC,Information Technology,NYSE
RNAC,RNAC,CARTESIAN THERAPEUTICS INC,Health Care,NASDAQ
NERV,NERV,MINERVA NEUROSCIENCES INC,Health Care,NASDAQ
ORMP,ORMP,ORAMED PHARMACEUTICALS INC,Health Care,NASDAQ
SAMG,SAMG,SILVERCREST ASSET MANAGEMENT GROUP,Financials,NASDAQ
EAF,EAF,GRAFTECH INTERNATIONAL LTD,Industrials,NYSE
RFIL,RFIL,RF INDUSTRIES LTD,Information Technology,NASDAQ
SMTI,SMTI,SANARA MEDTECH INC,Health Care,NASDAQ
GLSI,GLSI,GREENWICH LIFESCIENCES INC,Health Care,NASDAQ
VERI,VERI,VERITONE INC,Information Technology,NASDAQ
SVCO,SVCO,SILVACO GROUP INC,Information Technology,NASDAQ
DMRC,DMRC,DIGIMARC,Information Technology,NASDAQ
ACR,ACR,ACRES COMMERCIAL REALTY CORP,Financials,NYSE
NKTX,NKTX,NKARTA INC,Health Care,NASDAQ
CBNA,CBNA,CHAIN BRIDGE BANCORP INC CLASS A,Financials,NYSE
OFLX,OFLX,OMEGA FLEX INC,Industrials,NASDAQ
GPRO,GPRO,GOPRO INC CLASS A,Consumer Discretionary,NASDAQ
ULH,ULH,UNIVERSAL LOGISTICS HOLDINGS INC,Industrials,NASDAQ
PAMT,PAMT,PAMT CORP,Industrials,NASDAQ
GLIBA,GLIBA,LIBERTY CAPITAL CORP SERIES A,Communication,NASDAQ
BHA,BH-A,BIGLARI HOLDINGS INC CLASS A,Consumer Discretionary,NYSE
BRCC,BRCC,BRC INC CLASS A,Consumer Staples,NYSE
CPSS,CPSS,CONSUMER PORTFOLIO SERVICES INC,Financials,NASDAQ
VENU,VENU,VENU HOLDING CORP,Consumer Discretionary,NYSE American
ECBK,ECBK,ECB BANCORP INC,Financials,NASDAQ
GYRE,GYRE,GYRE THERAPEUTICS INC,Health Care,NASDAQ
OKUR,OKUR,ONKURE THERAPEUTICS INC CLASS A,Health Care,NASDAQ
INSG,INSG,INSEEGO CORP,Information Technology,NASDAQ
CURV,CURV,TORRID HOLDINGS INC,Consumer Discretionary,NYSE
ABOS,ABOS,ACUMEN PHARMACEUTICALS INC,Health Care,NASDAQ
AMTX,AMTX,AEMETIS INC,Energy,NASDAQ
STXS,STXS,STEREOTAXIS INC,Health Care,NYSE American
LCUT,LCUT,LIFETIME BRANDS INC,Consumer Discretionary,NASDAQ
EVI,EVI,EVI INDUSTRIES INC,Industrials,NYSE American
DIBS,DIBS,1STDIBS COM INC,Consumer Discretionary,NASDAQ
BDTX,BDTX,BLACK DIAMOND THERAPEUTICS INC,Health Care,NASDAQ
BZAI,BZAI,BLAIZE HOLDINGS INC,Information Technology,NASDAQ
SMID,SMID,SMITH MIDLAND CORP,Materials,NASDAQ
FLWS,FLWS,1-800 FLOWERS.COM INC CLASS A,Consumer Discretionary,NASDAQ
CNTN,CNTN,CANTON STRATEGIC HOLDINGS INC,Health Care,NASDAQ
CVRX,CVRX,CVRX INC,Health Care,NASDAQ
TRON,TRON,TRON INC,Consumer Discretionary,NASDAQ
WATT,WATT,ENERGOUS CORP,Industrials,NASDAQ
RBKB,RBKB,RHINEBECK BANCORP INC,Financials,NASDAQ
EPSN,EPSN,EPSILON ENERGY LTD,Energy,NASDAQ
HRTX,HRTX,HERON THERAPEUTICS INC,Health Care,NASDAQ
GWRS,GWRS,GLOBAL WATER RESOURCES INC,Utilities,NASDAQ
RDNW,RDNW,RIDENOW GROUP INC CLASS B,Consumer Discretionary,NASDAQ
CAMP,CAMP,CAMP4 THERAPEUTICS CORP,Health Care,NASDAQ
TCX,TCX,TUCOWS INC,Information Technology,NASDAQ
TYGO,TYGO,TIGO ENERGY INC,Industrials,NASDAQ
BNAI,BNAI,BRAND ENGAGEMENT NETWORK INC,Information Technology,NASDAQ
IDN,IDN,INTELLICHECK INC,Information Technology,NASDAQ
HYPR,HYPR,HYPERFINE INC CLASS A,Health Care,NASDAQ
NPWR,NPWR,NET POWER INC CLASS A,Industrials,NYSE
TKNO,TKNO,ALPHA TEKNOVA INC,Health Care,NASDAQ
ARTV,ARTV,ARTIVA BIOTHERAPEUTICS INC,Health Care,NASDAQ
MKTW,MKTW,MARKETWISE INC CLASS A,Financials,NASDAQ
CNTX,CNTX,CONTEXT THERAPEUTICS INC,Health Care,NASDAQ
